번호,인정기관명,인증기업명(국문),현상태,사업자등록번호,메인사업장 지역코드,메인사업장 주소,종업원수(전체),전화번호,E-Mail,Fax,담당자,대표자,우편번호,인증표준,인증번호,최초인증일(기관 최초),최초인증일(인증서 최초),인증유효 시작일자,인증유효 만료일자,인증범위 입력,산업분류코드1,산업분류코드2,산업분류코드3
198,KAB,시앤파워텍(주),인증완료,143-81-12030,전남,전남 나주시 왕곡면 혁신산단7길 107 (덕산리),1,031-351-6338,cns10850@naver.com,031-351-6396,고귀환 과장,오전열,58296,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E240189,2024-07-01,,2024-07-01,2027-06-30,"COS, 개폐기, 차단기, 계기용 변성기(전력수급용), 폴리머절연애자, 배전용 폴리머 피뢰기, 퓨즈류, 배전용 폴리머 라인포스트 애자, 변압기류 및 금구류의 설계, 개발, 생산 및 부가서비스",19,,
199,KAB,(주)에스얜에스,인증완료,735-81-02063,전남,전남 나주시 왕곡면 혁신산단7길 105 (덕산리),1,031-351-6337,sns1085@naver.com,031-351-6394,김성장 상무,정영옥,58296,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E240180,2022-09-07,,2025-03-24,2028-03-24,"COS, 개폐기, 차단기, 계기용 변성기(전력수급용), 폴리머절연애자, 항공장애등, 배전용 폴리머 피뢰기, 퓨즈류, 배전용 폴리머 라인포스트 애자, 수배전반, 변압기류, 금구류 및 철탑추락방지장치의 설계, 개발, 생산 및 부가서비스",19,,
200,KAB,갈렙산업개발 (구. 성은산업),인증완료,124-28-31711,경기,경기 화성시 정남면 괘랑2길17번길 45-60,1,031-352-8882,leeduk609@hanmail.net,031-352-8883,한상금 실장,이덕관,18516,ISO 9001:2015,Q240182,2013-07-10,,2025-05-26,2028-07-09,"가로등주(스텐레스, 철재, 복합, 부속자재), 금속기둥, 교통신호등주, 종합폴 및 도로안전표지판지주의 설계, 개발, 생산",17,19,
201,KAB,(주)엔에스에이치,인증완료,623-81-02381,경기,"경기 평택시 진위면 진위2산단로 15-20, 618호 (스마트큐브)",1,031-374-1858,cn.lee@nsh1.co.kr,031-374-1859,이충남 팀장,임원규,17708,ISO 9001:2015,Q240183,2022-06-24,,2025-06-09,2028-06-23,"가스공급장치, Mass Flow Controller (MFC), 가스 레귤레이터의 설계, 개발 및 생산",18,19,
202,KAB,포스텍(주),인증완료,312-86-41285,충남,"충남 천안시 서북구 2공단5로 73 (차암동, 포스텍)",1,041-561-5367,nado6284@daum.net,041-561-5368,최경식 지사장,최경주,31074,ISO 9001:2015,Q240170,2024-04-15,,2024-04-15,2027-04-14,금속표면처리(도금),17,,
203,KAB,(주)제이에스지,인증완료,312-81-57079,충남,충남 천안시 서북구 직산읍 남산2길 221,1,041-584-8895,kimyh@jsgf.com,--,김연화 차장,표지연,31034,ISO 9001:2015,KOR/FSMS/00430/10659,2024-04-01,,2024-05-23,2027-05-22,단체급식에 대한 생산 및 서비스,03,,
204,KAB,(주)인우크로스,인증완료,678-81-01567,광주,광주 서구 무진대로 571-2 (덕흥동),1,070-7713-0675,kim8454004@hanmail.net,0507-890-4785,김숙현 부장,이지나,61900,ISO 45001:2018,OH240166,2024-04-15,,2024-04-15,2027-04-14,"1. 전기공사에 대한 설계, 시공 및 종합감리 2. 정보통신공사에 대한 설계 및 종합감리 3. 신재생에너지의 설계",34,,
205,KAB,한덕화학(주),인증완료,104-81-36755,울산,"울산 남구 여천로217번길 19 (여천동, 롯데정밀화학(주))",1,052-270-6825,mj.han@lotte.net,052-270-6826,한명진 책임,안효택,44714,ISO 14001:2015/ISO 45001:2018,E260414,2025-03-18,2025-03-18,2026-02-09,2028-03-17,EMS: 반도체 현상액 제조(수산화 테트라메틸암모늄) OHS: 반도체 현상액(TMAH)의 제조,12,,
206,KAB,울산광역시 동구청,인증완료,620-83-00073,울산,"울산 동구 봉수로 155 (화정동, 동구청)",3,052-209-3668,black131@korea.kr,052-209-3669,최지석 차석,김종훈,44021,ISO 45001:2018,OH240161,2024-05-07,,2024-05-07,2027-05-06,"공공행정서비스 안전보건경영시스템(안전보건환경관리, 문화복지시설관리, 도시환경정비, 가로수정비, 산림조경관리, 도시방역, 시설물유지관리, 도로하수보수관리 등)",36,,
207,KAB,(주)드림엔지니어링,인증완료,610-81-97674,울산,울산 남구 처용로 790(용연동),1,--,jhyoo@dreamenc.co.kr,--,조영원 부장,유재훈,44784,ISO 45001:2018,OH240175,2016-05-22,,2025-03-24,2028-05-21,압력용기와 산업기계 제작 및 건설플랜트 시공,18,28,
208,KAB,주식회사 오토디스플레이,인증취소,477-88-01605,세종,세종특별자치시 장군면 장척로 397-15 2층 201호,1,070-4024-9925,mgkim@autodisplay.net,0504-044-9925,김경태 본부장,김민구,30053,ISO 9001:2015,Q240148,2024-04-01,,2024-04-01,2027-03-31,"LCD 모니터의 설계, 개발, 생산 및 서비스",19,,
209,KAB,재단법인 울산문화관광재단,인증완료,282-82-00419,울산,울산 울주군 삼남읍 울산역로 255,2,052-255-1814,aakk2277@uctf.or.kr,--,김태훈 과장,오경탁,44951,ISO 45001:2018,E260473,2026-06-22,,2026-06-22,2029-06-21,"관광상품 및 자원개발, 관광정보 및 서비스, 축제 및 행사, 해외홍보 마케팅, MICE사업의 운영 및 관리",36,,
210,KAB,주식회사 다우링에너지,인증완료,622-81-13833,경남,경남 김해시 한림면 김해대로1402번길 147 (신천리),1,055-346-3355,dowring@naver.com,055-346-1114,이정훈 과장,이종호,50853,ISO 45001:2018,E260485,2026-09-07,,2026-09-07,2029-09-06,"화학물질 제조업(정제유기용제, 콘크리트 박리제, 정제유 등)",12,,
211,KAB,(주)금정,인증완료,620-81-10790,울산,울산 울주군 삼남읍 가천금사길 208-13 (가천리),2,--,ksj@gwkg.bizmeka.com,--,김상준 부장,장효동,44953,ISO 45001:2018,OH240141,2023-05-04,,2026-04-30,2029-05-03,"왁스 젤(페인트, 잉크) 및 경화제의 생산 및 판매",12,,
212,KAB,쿠쿠전자 주식회사,인증완료,337-87-00918,경남,경남 양산시 유산공단2길 14 (교동),3,055-380-0741,chsung@cuckoo.co.kr,055-055-0709,성치훈 대리,구본학,50592,ISO 45001:2018,OH240139,2024-03-25,,2024-03-25,2027-03-24,"전기조리기구(밥솥, 레인지, 음식물처리기 등), 식기건조기, 가습기, 애완용 전기 기구의 설계 및 제조",19,,
213,KAB,"SY TECH VINA CO., LTD.",인증완료,230-08-95387,,,2,84222-384-7155,hj.lim@tapesytech.com,84222-384-7156,이해용 과장,정유헌,,ISO 45001:2018,OH240137,2021-04-16,,2024-04-08,2027-04-15,"테이프에 대한 개발, 가공 및 생산",14,,
214,KAB,주식회사 만수,인증완료,305-86-09249,대전,"대전 유성구 테크노2로 309-7 (탑립동, (주)만수)",1,042-361-4889,mansoo33@gmail.com,042-362-4889,고윤진 사원,조은미,34037,ISO 45001:2018,OH240132,2024-03-11,,2024-03-11,2027-03-10,"공구류, 지그류, 정밀가공품의 설계, 개발, 제조",18,,
215,KAB,켄코아에어로스페이스(주),인증완료,613-81-69798,경남,경남 사천시 용현면 종포산단로 172 (신촌리),2,070-4864-2612,shinjisu@kencoa.com,--,신지수 과장 강경래 과장,케네스민규리,52537,ISO 45001:2018,OH240131,2023-06-30,,2026-06-29,2029-06-29,항공기 부품(프레임 등)의 조립과 생산,17,,
216,KAB,재단법인 중소조선연구원,인증완료,114-82-05464,부산,부산 강서구 녹산산단232로 38-6 (송정동),2,051-974-5501,kimhj@rims.re.kr,--,김희제 선임,서용석,46757,ISO 45001:2018,OH240130,2023-03-28,,2026-03-26,2029-03-27,선박연구개발 및 시험,34,35,
217,KAB,주식회사 신일케미칼,인증완료,178-87-02281,경기,"경기 하남시 조정대로 150 (덕풍동, 아이테코)",1,031-790-0812,shinilcoltd@naver.com,031-790-0813,조영기 차장,이재준,12930,ISO 9001:2015,Q240125,2024-02-13,,2024-02-13,2027-02-12,"철도차량 부품 (유니텍스, 레벨링컴파운드, 지붕도막재, 방음도료, 내화도료), 자동차 부품(언더코팅제)의 생산",12,,
218,KAB,강유건설 주식회사,인증완료,621-81-90782,부산,"부산 금정구 팔송로 45 (남산동, 2층)",1,051-583-9312,kil6213@naver.com,051-583-9313,이광일 과장,강정일,46221,ISO 45001:2018,OH240111,2024-01-15,,2024-01-15,2027-01-14,지반조성포장공사업 (주력:포장공사),28,,
219,KAB,(주)선우컨스텍,인증완료,611-81-23796,부산,"부산광역시 해운대구 APEC로 17, 24층 2401-1호 (우동, 센텀리더스마크)",1,051-714-5652,sunwoo-17@naver.com,051-714-5653,박병훈 차장,강준구,48060,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E230107,2024-01-15,,2024-01-15,2027-01-14,"지반조성포장공사업(주력:포장공사), 도장습식방수석공사((주력:도장공사), 철큰콘크리트공사업(주력:철근콘크리트공사), 상.하수도공사업(주력:상.하수도설비공사)",28,,
220,KAB,(주)태진에이엔티,인증완료,513-81-63363,경북,경북 구미시 3공단1로 112-7 (시미동),2,054-712-3306,tj63363@naver.com,054-476-3704,정용민 대리,장정희,39403,ISO 14001:2015,E230104,2024-01-08,,2024-01-08,2027-01-07,자동차 내장용 및 외장용 플라스틱 부품의 사출 및 도장,14,,
221,KAB,한국풀운영 주식회사,인증완료,312-86-21936,서울,"서울 마포구 마포대로 63-8 (도화동, 삼창프라자빌딩)",2,02-704-8101,hyhwang@logisall.com,02-704-8102,황효용 과장,조성재,4157,ISO 45001:2018,OH230103,2024-01-22,,2024-01-22,2027-01-21,창고관리 및 물류관리 사업,31,,
222,KAB,(주)씨에이치바이오,인증완료,316-85-08452,충남,"충남 예산군 삽교읍 산단3길 226, 203호",1,031-492-3123,Ch-bio@naver.com,031-493-3123,정진구 이사,정화,32415,ISO 9001:2015/ISO 22716:2007,C250289,2025-02-24,,2025-02-24,2028-02-23,화장품(여성청결제)와 기초화장품의 제조,12,A-03,
223,KAB,주식회사 웰스테크,인증완료,550-87-02203,경기,"경기 하남시 미사대로 520 (덕풍동, 현대지식산업센터 한강미사2차(25BL))",1,031-8018-4607,wells6707@naver.com,031-8018-4609,조문기 차장,박은숙,12925,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E250403,2026-01-19,,2026-01-19,2029-01-18,산업플랜트(폴리머자동용해장치 등)의 제작 및 설치,18,,
224,KAB,주식회사 이페스,인증완료,382-86-00298,경기,경기 화성시 향남읍 토성로 362-37 (요리),1,031-898-6504,"sulyw@hanmail.net, offiseol6504@naver.com",031-898-6505,설지훈 차장,설연우,18624,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E230088,2022-12-19,,2025-12-15,2028-12-18,"25.8kV 가스절연부하개폐기(지중용), 25.8kV 가스절연부하개폐기(가공용/공사용), 25.8 kV 에폭시 절연부하 개폐기(지중용), 25.8 kV 반지상형 에폭시 절연부하 개폐기, 25.8kV 폴리머 컷아우트스위치, 25.8kV 주상변압기 COS용 한류형 퓨즈, 25.8kV Eco-부하개폐기 (가공용), 25.8kV 배전자동화용 폴리머 Recloser, 25.8kV 배전자동화용 Recloser, 25.8kV 에폭시 절연 고장구간 차단기(가공용), 25.8kV 친환경 가스절연 고장구간차단기(가공용), 25.8kV 일반형 공기절연 부하개폐기(지중용), 25.8kV Dry air 절연 부하개폐기(지중용), 25.8kV 친환경 가스절연부하개폐기(가공용), 25.8kV 친환경 가스 및 고체 절연 개폐장치, 라인포스트 애자, 리드선 부착형 배전용 폴리머 피뢰기, 단로기, 접지개폐기, 25.8kV 가스절연 다회로차단기(지중용), 25.8kV 에폭시 절연 다회로차단기, 25.8kV 배전자동화용 에폭시절연 방향성 다회로차단기(지중용), 25.8kV 에폭시 절연 고속도 전원 절환 다회로 차단기 (지중용), 금구류 및 철탑 추락방지장치, 특고압 가공케이블용 엘보접속형 분기개폐기의 설계, 개발 및 제조",19,,
225,KAB,Talofa Systems American Samoa Inc.,인증취소,244-7-,,,2,001684-644-2054,nyh3082@dongwon.com,00--,남윤협 과장,김지성,,ISO 9001:2015,FSSC-1498,2025-08-14,2024-06-03,2025-08-14,2027-06-02,"식품산업용 금속포장용기(DRD CAN, LID)의 생산",17,,
226,KAB,홍해기술(주),인증완료,610-81-13674,울산,울산 남구 수암로 34,1,052-257-8290,redseask@gmail.com,--,서상호 과장,방준엽,44740,ISO 45001:2018,OH230074,2024-01-22,,2024-01-22,2027-01-21,"기계설치공사, 철구조물 공사 및 배관공사",28,,
227,KAB,대구광역시 북구청,인증완료,504-83-01300,대구,대구 북구 옥산로 65 (침산동),4,053-665-2283,lsh2022@korea.kr,--,이상헌 팀장,배광식,41590,ISO 45001:2018,OH230069,2023-12-11,,2023-12-11,2026-12-10,공공행정 서비스,36,,
228,KAB,(주)코엔텍,인증완료,610-81-16574,울산,울산 남구 용잠로 328 (용잠동),2,052-228-7282,jinsan3918@koentec.co.kr,052-228-7270,김진산 주임,김재일,44783,ISO 45001:2018,SKOR/OH&SMS/00015/10564,2022-06-10,,2025-07-14,2028-06-09,산업폐기물 처리 및 폐열 회수 증기 공급,35,,
229,KAB,영농조합법인 와이즈케어,인증취소,753-87-00798,충북,충북 음성군 생극면 임곡길 119-1 (송곡리),1,043-878-4413,lsw449@naver.com,--,이승우 대표,이승우,27615,ISO 22000:2018,KSFA-232329,2023-11-27,,2023-11-27,2026-11-26,"참기름, 들기름, 볶음 통깨의 제조",03,,
230,KAB,신한과학티아이 주식회사,인증완료,217-81-45749,서울,"서울 노원구 노원로15길 10 (하계동, 하계테크노타운 A동)",1,02-973-5300,sjkim@shin-hanti.com,02-973-9989,김소정,허창영,1788,ISO 45001:2018,OH230066,2023-11-27,,2023-11-27,2026-11-26,"정밀분석기기 및 과학기기의 판매, 설치 및 유지보수",29,,
231,KAB,주식회사 디에스글로벌이씨엠,인증완료,131-86-50827,서울,"서울 금천구 벚꽃로 278, 1507호",1,070-4009-7928,jhkimmusic@gmail.com,02-3397-0099,김진환 상무,박경룡,8511,ISO 45001:2018,OH230063,2023-12-04,,2026-08-31,2029-12-03,철강구조물 공사업,28,,
232,KAB,주식회사 동특,인증완료,107-86-05241,서울,"서울 영등포구 국제금융로 70, 1005호 (여의도동)",1,02-3215-5022,honey1518@dongteuk.com,02-3215-5050,박세환 과장,윤강훈,7333,ISO 9001:2015,OH230061,2020-03-27,,2026-03-23,2029-03-26,"화학제품, 기타 제품에 관한 취급, 보관 및 운송",31,,
233,KAB,우신특수강 주식회사,인증완료,514-81-36326,경북,경북 영천시 금호읍 영천산단로 120,2,054-337-4100,ltk91@wooshinsteel.com,054-337-4103,임태규 과장,도병무,38899,ISO 45001:2018,OH230059,2022-04-29,,2025-04-14,2028-04-28,자동차 및 산업용 와이어 가공 및 열처리,17,,
234,KAB,효림이엔아이(주),인증완료,207-81-37349,경기,"경기도 성남시 분당구 야탑로 96-8 (야탑동, 상우빌딩 2층)",2,070-7492-2346,hwanghk@hyorim.co.kr,031-781-6077,황혜경 차장,"남태훈, 신호준",13517,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E230057,2014-01-08,,2025-12-01,2028-12-25,"- 원자력/발전/석유화학 플랜트의 취수, 폐수처리, 수처리, (기계)설비, 상수/정수/폐수/하수 등의 수처리 (기계)설비와 하천 보/수문, 쓰레기 자동집하 설비, 음식물 쓰레기 종량기기에 대한 설계,개발, 생산 및 설치 - 신재생에너지(태양광발전 등) 개발, 설계, 건설, 관리운영",18,28,
235,KAB,디와이산업개발 주식회사,인증완료,610-86-17715,울산,울산 울주군 온산읍 덕신로 353 (화산리),1,052-260-9983,dy17715@naver.com,052-260-8044,임유정 주임,최희철,45000,ISO9001:2015/ISO14001:2015/ISO 45001:2018,E230054,2016-05-04,,2025-04-07,2028-05-03,산업용 설비의 세정 및 유지보수 서비스,35,,
236,KAB,청하에그린,인증완료,508-98-82099,경북,경북 포항시 북구 청하면 동해대로 2255 (고현리),1,054-232-1144,chungha1144@nate.com,054-232-1255,최지웅 팀장,박한수외 1명,37519,ISO 45001:2018,OH230052,2023-12-04,,2023-12-04,2026-12-03,계란의 판매,29,,
237,KAB,주식회사 정진이엔지,인증완료,446-81-01204,충남,충남 당진시 순성면 순성로 355,1,041-356-7842,jjeng0720@naver.com,041-358-7843,박성민 부장,김병우,31757,ISO 45001:2018,OH230051,2023-11-13,,2023-11-13,2026-11-12,"1. 금속구조물의 설계, 개발 및 제조 2. 금속구조물 설치공사, 비계 설치 및 해체공사",17,28,
238,KAB,주식회사 제일에프앤씨,인증완료,575-88-00860,경기,경기 양주시 옥정동로7다길 74 6층 6525호 (옥정동),1,031-227-2767,cm3638@naver.com,031-298-0940,강의신 공장장,권정균,11473,ISO 9001:2015,Q230050,2023-11-13,,2023-11-13,2026-11-12,1. 금속구조체(내진 무용접 파이프)의 제조 2. 융복합외장마감재의 제조,17,,
239,KAB,주식회사 아르고스다인,인증취소,466-86-00994,경기,경기 용인시 기흥구 기흥로 58-1 A동 13층 1306호(구갈동),1,070-5102-1388,junrae@argosdyne.com,--,김준래 이사,정승호,16976,ISO 9001:2015,Q230048,2021-11-15,,2024-10-21,2027-11-14,"1. 드론, 지상운영 장비에 대한 설계, 개발 및 제조 2. 드론, 지상운영 장비에 대한 시스템 소프트웨어 개발 및 서비스",19,33,
240,KAB,(주)메탈이노베이션코리아,인증취소,382-81-00217,경기,경기 평택시 청북읍 청오로 439-65 (토진리),1,031-647-3423,seunghun_beak@m-i-k.co.kr,031-647-3425,백승훈 차장,김갑민,17797,ISO 9001:2015,Q230047,2016-12-12,2022-12-12,2023-11-06,2025-12-11,"반도체, LCD 부품 조립 및 인력 파견",19,35,
241,KAB,(주)아이씨티이엔지,인증완료,255-86-00958,대전,대전 유성구 테크노2로 323-25 (탑립동),1,042-931-8895,goodict@naver.com,042-931-8896,정빈 차장,장명관,34037,ISO9001:2015/ISO45001:2018,OH240250,2023-10-17,2023-10-17,2024-09-02,2026-10-16,"기계 및 자동화 설비의 생산, 설치 및 유지보수",18,,
242,KAB,주식회사 남경테크,인증완료,482-88-00724,경기,경기 화성시 세자로442번길 10-9 (안녕동),1,031-225-7638,nk7638@naver.com,031-898-7638,조형용 대표이사,조형용,18326,ISO 9001:2015,Q230045,2023-11-13,,2023-11-13,2026-11-12,"진공 펌프 배관 부품 및 정수기 부품의 설계, 개발 및 제조",17,,
243,KAB,보성파워텍(주),인증완료,134-81-02237,충북,"충북 충주시 주덕읍 대창길 38, 53, 70 (대곡리, 보성파워텍(주))",2,043-857-0311,min32077@bosungpower.co.kr,043-857-0315,김민수 차장,임재황,27463,ISO9001:2015/ISO14001:2015/ISO 45001:2018,OH230041,2023-11-06,,2025-11-03,2028-11-24,"- 전기회로 개폐보호 및 접속장치(개폐기류, 스위치류, 피뢰기류, 전선퓨즈류), 변압기류, 애자류, 리액터류, 합성수지(절연카버류, 계기함류), 전기차 충전기, AMI용 DCU, 송배전 금구류, 항공장애등, 배터리 에너지 저장장치, 철탑 및 철구조물(강관폴 포함)의 설계, 개발 및 제조 - 충주공장 상기인증범위 포함 추가 인증범위: 전기공사, 신?재생에너지설치공사, 정보통신공사",17,19,28
